userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
75011145,"[0.0, 8.0, -4.0, 58.0, -7.0, -29.0, 29.0, -53.0, 53.0]","[10.0, 10.0, 11.0, 10.0, 13.0, 25.0, 21.0, 25.0, 12.0, 25.0]",2023-02-01,10,"[1.0, 1.0, 9.0, 5.0, 63.0, 56.0, 27.0, 56.0, 3.0, 56.0]"
75011149,"[0.0, 0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",2023-02-01,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75011152,"[-35.0, -38.0, 0.0, 4.0, -3.0, 2.0, -3.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 6.0, 7.0, 6.0, 5.0, 6.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0]",2023-02-01,12,"[76.0, 41.0, 3.0, 3.0, 7.0, 4.0, 6.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
75011153,"[0.0, -83.0, 75.0, 8.0, 0.0, -56.0, -19.0, 67.0, 0.0, -67.0, 0.0]","[2.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, -1.0, -2.0]",2023-02-01,12,"[84.0, 84.0, 1.0, 76.0, 84.0, 84.0, 28.0, 9.0, 76.0, 76.0, 9.0, 9.0]"
75011156,"[3.0, -12.0, 8.0, 2.0, -10.0, 0.0, 10.0, -10.0, -1.0, 0.0, -1.0]","[12.0, 10.0, 14.0, 7.0, 8.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 2.0]",2023-02-01,12,"[14.0, 17.0, 5.0, 13.0, 15.0, 5.0, 5.0, 15.0, 5.0, 4.0, 4.0, 3.0]"
75011163,"[-25.0, -63.0, 70.0, -16.0, -13.0, 0.0, 0.0, 44.0, -45.0]","[8.0, -7.0, -3.0, 10.0, -4.0, -5.0, 8.0, 1.0, -6.0, 1.0]",2023-02-01,10,"[259.0, 234.0, 171.0, 241.0, 225.0, 212.0, 212.0, 212.0, 256.0, 211.0]"
75011166,"[3.0, 8.0, 4.0, 14.0, -26.0, 11.0, 10.0, -13.0, -10.0, 10.0, -1.0]","[2.0, 2.0, 0.0, 1.0, 0.0, 2.0, 3.0, 2.0, 0.0, 4.0, 3.0, 1.0]",2023-03-01,12,"[1.0, 4.0, 12.0, 16.0, 30.0, 4.0, 15.0, 25.0, 12.0, 2.0, 12.0, 11.0]"
75011167,"[107.0, -50.0, -58.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 7.0, 4.0, 3.0, 5.0, 6.0, 6.0, 6.0, 6.0, 10.0, -10.0, -6.0]",2023-02-01,12,"[2.0, 109.0, 59.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75011168,[-5.0],"[3.0, 3.0]",2023-02-01,2,"[8.0, 3.0]"
75011172,"[115.0, -112.0, 6.0, -3.0, 67.0, -40.0, 9.0, -23.0, 2.0, 52.0, -64.0]","[12.0, 12.0, 1.0, -1.0, 1.0, 0.0, 4.0, 2.0, 8.0, 3.0, 0.0, 1.0]",2023-02-01,12,"[3.0, 118.0, 6.0, 12.0, 9.0, 76.0, 36.0, 45.0, 22.0, 24.0, 76.0, 12.0]"
75011173,"[-16.0, -1.0, -2.0, 1.0, 0.0, -1.0, 0.0, -1.0, 1.0, 0.0, 0.0]","[3.0, 1.0, 1.0, 1.0, 3.0, 3.0, 1.0, 3.0, 2.0, 3.0, 3.0, 3.0]",2023-02-01,12,"[21.0, 5.0, 4.0, 2.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0]"
75011174,"[0.0, 0.0, -2.0]","[12.0, 12.0, 12.0, 6.0]",2023-03-01,4,"[3.0, 3.0, 3.0, 1.0]"
75011179,"[0.0, 2.0, 5.0, -7.0, -3.0, 1.0, -4.0, 12.0, -12.0, 0.0]","[14.0, 10.0, 12.0, 12.0, 8.0, 10.0, 9.0, 10.0, 17.0, 9.0, 10.0]",2023-02-01,11,"[7.0, 7.0, 9.0, 14.0, 7.0, 4.0, 5.0, 1.0, 13.0, 1.0, 1.0]"
75011181,"[3.0, -4.0, 0.0, -1.0, 0.0, 0.0, 1.0, -1.0]","[6.0, 6.0, 3.0, 1.0, 1.0, 3.0, -1.0, 1.0, 3.0]",2023-03-01,9,"[2.0, 5.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
75011184,[139.0],"[0.0, 13.0]",2023-02-01,2,"[76.0, 215.0]"
75011189,"[0.0, 0.0]","[9.0, 9.0, 9.0]",2023-02-01,3,"[12.0, 12.0, 12.0]"
75011190,"[88.0, -101.0]","[4.0, 22.0, -10.0]",2023-02-01,3,"[16.0, 104.0, 3.0]"
75011192,"[-3.0, 7.0, -6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, 17.0]","[5.0, 5.0, 6.0, 4.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 3.0, 8.0]",2023-02-01,12,"[15.0, 12.0, 19.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 10.0, 27.0]"
75011193,"[0.0, -3.0, 1.0, 0.0, -1.0, 0.0, -1.0, 1.0, -1.0, 0.0, 0.0]","[2.0, 5.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0]",2023-02-01,12,"[5.0, 5.0, 2.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0]"
75011200,"[6.0, -5.0, 0.0, 1.0, -3.0, -1.0, 1.0, 0.0, -1.0, -1.0, 0.0]","[6.0, 9.0, 8.0, 6.0, 7.0, 4.0, 6.0, 5.0, 5.0, 5.0, 3.0, 2.0]",2023-02-01,12,"[4.0, 10.0, 5.0, 5.0, 6.0, 3.0, 2.0, 3.0, 3.0, 2.0, 1.0, 1.0]"
75011202,"[-63.0, 16.0, -17.0, 3.0]","[4.0, 2.0, 2.0, 0.0, 3.0]",2023-02-01,5,"[77.0, 14.0, 30.0, 13.0, 16.0]"
75011208,"[-12.0, 13.0, 10.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.0, 5.0, 4.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2023-02-01,12,"[25.0, 13.0, 26.0, 36.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
75011211,"[-1.0, -14.0, -1.0, -1.0, -2.0, -1.0, -3.0, -3.0, 2.0, -2.0, 0.0]","[7.0, 5.0, 1.0, 7.0, 3.0, 3.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0]",2023-02-01,12,"[27.0, 26.0, 12.0, 11.0, 10.0, 8.0, 7.0, 4.0, 1.0, 3.0, 1.0, 1.0]"
75011214,"[12.0, -16.0, 4.0]","[10.0, 1.0, 1.0, 2.0]",2023-02-01,4,"[7.0, 19.0, 3.0, 7.0]"
75011220,"[-4.0, 12.0]","[4.0, 7.0, 6.0]",2023-02-01,3,"[12.0, 8.0, 20.0]"
75011227,"[19.0, -19.0, -6.0, 5.0, 1.0, 6.0, -6.0, 0.0]","[5.0, 5.0, 4.0, 3.0, 5.0, 6.0, 6.0, 5.0, 4.0]",2023-02-01,9,"[9.0, 28.0, 9.0, 3.0, 8.0, 9.0, 15.0, 9.0, 9.0]"
75011231,"[8.0, 0.0]","[1.0, 0.0, 0.0]",2023-02-01,3,"[68.0, 76.0, 76.0]"
75011239,"[-30.0, 37.0, -20.0, -5.0, 14.0, 36.0, -25.0, -25.0, 25.0, -2.0, -26.0]","[0.0, 6.0, -2.0, 2.0, 2.0, 0.0, 0.0, -2.0, 1.0, -2.0, 1.0, 0.0]",2023-02-01,12,"[33.0, 3.0, 40.0, 20.0, 15.0, 29.0, 65.0, 40.0, 15.0, 40.0, 38.0, 12.0]"
75011240,"[2.0, -2.0, 0.0, 0.0, 3.0, -3.0, 1.0, -1.0, 0.0, 1.0, -1.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -1.0, -2.0, 1.0, -1.0]",2023-02-01,12,"[1.0, 3.0, 1.0, 1.0, 1.0, 4.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0]"
75011243,"[58.0, -68.0, -5.0, -2.0, -16.0, 8.0, 5.0, -17.0, -1.0, -2.0, 1.0]","[3.0, 15.0, 2.0, 2.0, 1.0, 3.0, 0.0, 3.0, 5.0, 1.0, 3.0, 1.0]",2023-02-01,12,"[42.0, 100.0, 32.0, 27.0, 25.0, 9.0, 17.0, 22.0, 5.0, 4.0, 2.0, 3.0]"
75011254,"[63.0, 0.0, -40.0, -35.0, 55.0, -55.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.0, 0.0, 0.0, 7.0, 6.0, 25.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",2023-02-01,12,"[13.0, 76.0, 76.0, 36.0, 1.0, 56.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75011262,"[38.0, 51.0, -82.0, -5.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 1.0, -2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2023-02-01,12,"[54.0, 92.0, 143.0, 61.0, 56.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
75011272,"[0.0, -2.0, -11.0, 0.0, 0.0, -8.0, -1.0, 12.0, -11.0, 2.0, 5.0]","[4.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0]",2023-03-01,12,"[23.0, 23.0, 21.0, 10.0, 10.0, 10.0, 2.0, 1.0, 13.0, 2.0, 4.0, 9.0]"
75011275,"[-2.0, 11.0, -11.0]","[4.0, 4.0, 3.0, 3.0]",2023-02-01,4,"[4.0, 2.0, 13.0, 2.0]"
75011287,"[-1.0, -3.0, 0.0, 1.0, -1.0, 4.0, -1.0, -1.0, 0.0, -3.0, 1.0]","[4.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0]",2023-02-01,12,"[6.0, 5.0, 2.0, 2.0, 3.0, 2.0, 6.0, 5.0, 4.0, 4.0, 1.0, 2.0]"
75011290,"[-42.0, -18.0]","[1.0, 3.0, 6.0]",2023-02-01,3,"[80.0, 38.0, 20.0]"
75011291,"[3.0, -2.0, 0.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 6.0, 2.0, -1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0]",2023-02-01,12,"[0.0, 3.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75011299,"[67.0, -121.0, -8.0, 0.0, 0.0, 1.0, -1.0, 0.0, 1.0, -1.0, 2.0]","[4.0, 19.0, 4.0, -1.0, -1.0, -1.0, 3.0, -1.0, -1.0, -2.0, -3.0, -2.0]",2023-02-01,12,"[62.0, 129.0, 8.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0]"
75011300,[43.0],"[-1.0, 1.0]",2023-02-01,2,"[10.0, 53.0]"
75011306,"[4.0, -4.0, 0.0, 1.0, 2.0]","[4.0, 6.0, 6.0, 4.0, 6.0, 5.0]",2023-02-01,6,"[2.0, 6.0, 2.0, 2.0, 3.0, 5.0]"
75011309,"[-1.0, -1.0, 3.0, -2.0, -1.0, 2.0]","[11.0, 6.0, 5.0, 10.0, 7.0, 6.0, 5.0]",2023-02-01,7,"[3.0, 2.0, 1.0, 4.0, 2.0, 1.0, 3.0]"
75011317,"[3.0, 3.0, -2.0, -2.0, 1.0, 1.0, -1.0, -2.0, 0.0, 17.0]","[4.0, 9.0, 9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 12.0, 11.0, 15.0]",2023-02-01,11,"[2.0, 5.0, 8.0, 6.0, 4.0, 5.0, 6.0, 5.0, 3.0, 3.0, 20.0]"
75011318,"[-3.0, 0.0, -1.0, -1.0, 3.0, 0.0, 0.0, 2.0, -2.0, 0.0]","[6.0, 6.0, 6.0, 6.0, 4.0, 5.0, 4.0, 4.0, 6.0, 4.0, 4.0]",2023-02-01,11,"[6.0, 3.0, 3.0, 2.0, 1.0, 4.0, 4.0, 4.0, 6.0, 4.0, 4.0]"
75011319,"[-56.0, 0.0, 136.0, -136.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 1.0, 1.0, -12.0, 3.0, 3.0, 1.0, 1.0, 3.0, 1.0, -1.0, 1.0]",2023-02-01,12,"[56.0, 0.0, 0.0, 136.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75011338,"[-2.0, 2.0, -3.0, 3.0, -2.0, -1.0, 0.0, 0.0, 0.0]","[8.0, 9.0, 8.0, 3.0, 1.0, -6.0, -3.0, 3.0, 3.0, 1.0]",2023-02-01,10,"[3.0, 1.0, 3.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
75011340,"[-2.0, 2.0, 0.0, -2.0, 4.0, -4.0, 1.0, 0.0, 4.0, -1.0, -2.0]","[11.0, 10.0, 11.0, 6.0, 10.0, 8.0, 11.0, 9.0, 10.0, 10.0, 9.0, 6.0]",2023-02-01,12,"[3.0, 1.0, 3.0, 3.0, 1.0, 5.0, 1.0, 2.0, 2.0, 6.0, 5.0, 3.0]"
75011353,"[-1.0, 2.0, -1.0, -2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0, -3.0]","[-4.0, 11.0, 2.0, 3.0, 3.0, 1.0, 2.0, 4.0, 4.0, 11.0, 6.0, 1.0]",2023-02-01,12,"[2.0, 1.0, 3.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 5.0, 2.0]"
75011360,"[2.0, -3.0, 4.0, -8.0, 0.0, -1.0, 3.0, -2.0, 2.0]","[7.0, 4.0, 6.0, 7.0, 6.0, 5.0, 3.0, 6.0, 5.0, 5.0]",2023-02-01,10,"[9.0, 11.0, 8.0, 12.0, 4.0, 4.0, 3.0, 6.0, 4.0, 6.0]"
75011371,"[-4.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8.0, 4.0, 2.0, 1.0, 1.0, 3.0, 1.0, 3.0, 3.0, -1.0, 3.0, 1.0]",2023-02-01,12,"[4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75011379,[-2.0],"[3.0, 3.0]",2023-02-01,2,"[3.0, 1.0]"
75011399,"[15.0, -19.0, 56.0, -56.0, 0.0]","[-1.0, 4.0, 1.0, 25.0, -3.0, -1.0]",2023-02-01,6,"[4.0, 19.0, 0.0, 56.0, 0.0, 0.0]"
75011401,"[-24.0, -13.0, -4.0, 6.0, -5.0, -1.0, 0.0, 1.0, -1.0, 2.0, 53.0]","[3.0, 2.0, 0.0, 0.0, -8.0, 3.0, -3.0, 3.0, 4.0, 0.0, -5.0, -25.0]",2023-02-01,12,"[42.0, 18.0, 5.0, 1.0, 7.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3.0, 56.0]"
75011416,"[-2.0, 55.0, 0.0, 0.0, -55.0, 0.0, 55.0, -55.0, 0.0, 0.0, 0.0]","[10.0, 10.0, 25.0, 25.0, 25.0, 10.0, 10.0, 25.0, 6.0, 10.0, 10.0, 10.0]",2023-02-01,12,"[3.0, 1.0, 56.0, 56.0, 56.0, 1.0, 1.0, 56.0, 1.0, 1.0, 1.0, 1.0]"
75011418,"[0.0, 2.0, 0.0, -1.0, 12.0, -17.0, -1.0, 4.0]","[9.0, 9.0, 8.0, 8.0, 8.0, 6.0, 9.0, 10.0, 9.0]",2023-02-01,9,"[9.0, 9.0, 11.0, 11.0, 10.0, 22.0, 5.0, 4.0, 8.0]"
75011422,[0.0],"[1.0, 1.0]",2023-02-01,2,"[1.0, 1.0]"
75011437,"[-99.0, 22.0, 48.0, -54.0, 61.0, -73.0, -13.0, 29.0, 2.0, -7.0, 14.0]","[2.0, 6.0, -1.0, 2.0, 3.0, 3.0, 1.0, 3.0, 1.0, 3.0, 0.0, 1.0]",2023-02-01,12,"[131.0, 32.0, 54.0, 102.0, 48.0, 109.0, 36.0, 23.0, 52.0, 54.0, 47.0, 61.0]"
75011446,"[5.0, -8.0]","[3.0, 7.0, 10.0]",2023-02-01,3,"[6.0, 11.0, 3.0]"
75011454,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2023-02-01,3,"[76.0, 76.0, 76.0]"
75011461,"[-2.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, -3.0, 3.0, -3.0, 0.0]","[8.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 2.0, 1.0, 0.0, -2.0]",2023-02-01,12,"[8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 1.0, 4.0, 1.0, 1.0]"
75011463,"[41.0, -144.0, 47.0, -22.0, -1.0, 0.0, 25.0, -22.0, -22.0, -29.0, 56.0]","[4.0, 0.0, 6.0, 5.0, 7.0, 8.0, 8.0, 5.0, 9.0, 9.0, 13.0, 17.0]",2023-03-01,12,"[131.0, 172.0, 28.0, 75.0, 53.0, 52.0, 52.0, 77.0, 55.0, 33.0, 4.0, 60.0]"
75011466,"[4.0, -1.0, -2.0, -1.0, 0.0, -2.0, 0.0, 0.0, 2.0]","[6.0, 2.0, 0.0, 2.0, 4.0, 3.0, 3.0, 2.0, 3.0, 2.0]",2023-03-01,10,"[3.0, 7.0, 6.0, 4.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0]"
75011476,"[179.0, -196.0, 8.0, -12.0, 3.0, 12.0, 8.0, -21.0, 2.0]","[2.0, 15.0, -2.0, -4.0, 1.0, 0.0, -1.0, 7.0, -2.0, -1.0]",2023-03-01,10,"[22.0, 201.0, 5.0, 13.0, 1.0, 4.0, 16.0, 24.0, 3.0, 5.0]"
75011477,"[-4.0, -2.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 1.0]","[9.0, 7.0, 3.0, 1.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 2.0]",2023-03-01,12,"[6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
75011478,"[1.0, -1.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2023-02-01,12,"[1.0, 2.0, 1.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
75011481,"[-9.0, 0.0, 9.0, -9.0, 0.0, 5.0, 4.0, 0.0, -8.0, 3.0, 1.0]","[7.0, 10.0, 2.0, 5.0, 4.0, 2.0, 2.0, 5.0, 5.0, 1.0, 5.0, 2.0]",2023-02-01,12,"[10.0, 1.0, 1.0, 10.0, 1.0, 1.0, 6.0, 10.0, 10.0, 2.0, 5.0, 6.0]"
75011482,"[4.0, -4.0]","[8.0, 4.0, 4.0]",2023-02-01,3,"[9.0, 13.0, 9.0]"
75011483,"[3.0, -7.0, 7.0, 2.0]","[8.0, 7.0, 6.0, 7.0, 7.0]",2023-02-01,5,"[9.0, 12.0, 5.0, 12.0, 14.0]"
75011484,"[1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",2023-02-01,12,"[3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
75011491,[0.0],"[9.0, 5.0]",2023-02-01,2,"[9.0, 9.0]"
75011492,"[1.0, -1.0, 0.0, 0.0]","[1.0, 6.0, 3.0, 3.0, 3.0]",2023-02-01,5,"[0.0, 1.0, 0.0, 0.0, 0.0]"
75011493,"[2.0, -2.0, -1.0, 0.0]","[9.0, 12.0, -6.0, -1.0, 3.0]",2023-02-01,5,"[1.0, 3.0, 1.0, 0.0, 0.0]"
75011495,"[3.0, -3.0, 0.0, 0.0, -2.0, 0.0, 1.0, -1.0, 1.0, -6.0, 6.0]","[10.0, 8.0, 8.0, 6.0, 8.0, 9.0, 8.0, 7.0, 7.0, 7.0, 6.0, 7.0]",2023-02-01,12,"[12.0, 15.0, 12.0, 12.0, 12.0, 10.0, 10.0, 11.0, 10.0, 11.0, 5.0, 11.0]"
75011501,"[-25.0, -8.0]","[0.0, 3.0, 2.0]",2023-02-01,3,"[33.0, 8.0, 0.0]"
75011502,"[-7.0, 11.0, -1.0, 4.0, -14.0, 0.0, 1.0, -2.0]","[9.0, 6.0, 7.0, 7.0, 8.0, 6.0, 6.0, 7.0, -3.0]",2023-02-01,9,"[8.0, 1.0, 12.0, 11.0, 15.0, 1.0, 1.0, 2.0, 0.0]"
75011503,"[-13.0, -49.0]","[7.0, 6.0, 0.0]",2023-03-01,3,"[78.0, 65.0, 16.0]"
75011504,[-3.0],"[10.0, -2.0]",2023-02-01,2,"[5.0, 2.0]"
75011507,"[2.0, 9.0, -8.0, -1.0, 3.0, -4.0, 1.0, -2.0, 16.0, -19.0, 4.0]","[11.0, 9.0, 8.0, 7.0, 10.0, 9.0, 10.0, 9.0, 10.0, 8.0, 2.0, 7.0]",2023-02-01,12,"[4.0, 6.0, 15.0, 7.0, 6.0, 9.0, 5.0, 6.0, 4.0, 20.0, 1.0, 5.0]"
75011508,"[-98.0, 0.0, 2.0, 0.0, 1.0, 3.0, -13.0, 6.0, -2.0, -2.0, -1.0]","[21.0, 8.0, 5.0, 7.0, 12.0, 7.0, 6.0, 3.0, 3.0, 2.0, 2.0, 1.0]",2023-02-01,12,"[105.0, 7.0, 7.0, 9.0, 9.0, 10.0, 13.0, 0.0, 6.0, 4.0, 2.0, 1.0]"
75011509,"[-55.0, 55.0, -53.0]","[25.0, 10.0, 25.0, 12.0]",2023-02-01,4,"[56.0, 1.0, 56.0, 3.0]"
75011511,"[2.0, -1.0, 1.0, -4.0, 5.0, -6.0, -1.0, 3.0, 0.0, -1.0, -2.0]","[6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0]",2023-02-01,12,"[5.0, 7.0, 6.0, 7.0, 3.0, 8.0, 2.0, 1.0, 4.0, 4.0, 3.0, 1.0]"
75011514,"[50.0, -72.0, -3.0, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 0.0, 10.0, 2.0, 3.0, 6.0, 4.0, 3.0, 3.0, 3.0, -3.0, -3.0]",2023-02-01,12,"[26.0, 76.0, 4.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75011516,"[53.0, 0.0, 0.0, -55.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.0, 25.0, 25.0, 25.0, 10.0, 8.0, 8.0, 12.0, 12.0, 8.0, 12.0, 12.0]",2023-02-01,12,"[3.0, 56.0, 56.0, 56.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
75011520,"[101.0, -18.0, 45.0, 0.0, 5.0, -5.0, -110.0, 110.0, -100.0, -10.0, -17.0]","[3.0, 2.0, -7.0, 12.0, 12.0, 2.0, 12.0, -4.0, 12.0, 6.0, 13.0, 7.0]",2023-02-01,12,"[71.0, 172.0, 154.0, 199.0, 199.0, 204.0, 199.0, 89.0, 199.0, 99.0, 89.0, 72.0]"
75011521,"[-116.0, 64.0, -109.0, 61.0, -29.0, -1.0]","[13.0, 6.0, 4.0, 7.0, 2.0, 1.0, -2.0]",2023-02-01,7,"[208.0, 92.0, 156.0, 47.0, 108.0, 79.0, 78.0]"
75011526,"[2.0, 3.0, 20.0, -24.0, 1.0]","[2.0, 3.0, 3.0, 0.0, 3.0, 2.0]",2023-02-01,6,"[0.0, 2.0, 5.0, 25.0, 1.0, 2.0]"
75011531,"[0.0, 2.0]","[-2.0, 4.0, 4.0]",2023-02-01,3,"[2.0, 2.0, 4.0]"
75011532,"[-2.0, -1.0, 0.0, 0.0, 3.0, 0.0, -3.0, -1.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 4.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2023-02-01,12,"[5.0, 3.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
75011542,"[-4.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0]","[5.0, 6.0, 4.0, 4.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0]",2023-02-01,12,"[6.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
75011543,[12.0],"[4.0, 1.0]",2023-03-01,2,"[8.0, 20.0]"
75011547,"[0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, -25.0, 25.0, -25.0]",2023-02-01,5,"[56.0, 56.0, 56.0, 56.0, 56.0]"
75011555,"[4.0, 6.0, -8.0]","[12.0, 9.0, 11.0, 8.0]",2023-03-01,4,"[6.0, 10.0, 16.0, 8.0]"
75011556,"[0.0, 0.0, 0.0, 2.0, 5.0, -7.0, 0.0, 5.0, 16.0, -17.0, -2.0]","[6.0, 6.0, 4.0, 4.0, 8.0, 7.0, 4.0, 4.0, 6.0, 12.0, 5.0, 8.0]",2023-02-01,12,"[1.0, 1.0, 1.0, 1.0, 3.0, 8.0, 1.0, 1.0, 6.0, 22.0, 5.0, 3.0]"
75011557,"[0.0, 0.0]","[10.0, 10.0, 10.0]",2023-03-01,3,"[1.0, 1.0, 1.0]"
75011563,"[-2.0, -1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 7.0, 0.0, 6.0, -1.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 1.0]",2023-02-01,12,"[4.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75011564,"[1.0, -2.0, 1.0, -1.0, -1.0, 0.0, -2.0, 3.0, -3.0, 0.0, 2.0]","[11.0, 10.0, 6.0, 6.0, 5.0, 5.0, 6.0, 4.0, 4.0, 4.0, 4.0, 4.0]",2023-03-01,12,"[5.0, 6.0, 4.0, 5.0, 4.0, 3.0, 3.0, 1.0, 4.0, 1.0, 1.0, 3.0]"
75011565,[49.0],"[4.0, -7.0]",2023-02-01,2,"[2.0, 51.0]"
75011566,"[7.0, -6.0, -1.0, 1.0, 0.0, 0.0, -4.0, 1.0, 2.0, -3.0, 1.0]","[6.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0]",2023-02-01,12,"[4.0, 11.0, 5.0, 4.0, 5.0, 5.0, 5.0, 1.0, 2.0, 4.0, 1.0, 2.0]"
