userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
70027507,"[-20.0, -17.0, 9.0, -11.0, 11.0, 0.0, 5.0]","[2.0, 2.0, 3.0, 5.0, 1.0, 8.0, 6.0, 2.0]",2013-08-01,8,"[47.0, 27.0, 10.0, 19.0, 8.0, 19.0, 19.0, 24.0]"
70027517,"[3.0, -3.0, 1.0, 7.0, 2.0, -8.0, 2.0, 10.0, -12.0, 2.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]",2013-06-01,11,"[3.0, 6.0, 3.0, 4.0, 11.0, 13.0, 5.0, 7.0, 17.0, 5.0, 7.0]"
70027520,"[-114.0, -184.0, -122.0, 31.0, -61.0, -4.0, -1.0]","[2.0, 7.0, 4.0, 3.0, 1.0, 1.0, 2.0, 0.0]",2013-06-01,8,"[460.0, 346.0, 162.0, 40.0, 71.0, 10.0, 6.0, 5.0]"
70027525,"[-8.0, 0.0, 5.0, -5.0, 0.0]","[4.0, 2.0, 3.0, 6.0, 3.0, 2.0]",2013-06-01,6,"[9.0, 1.0, 1.0, 6.0, 1.0, 1.0]"
70027529,"[-1.0, 0.0, 0.0, 1.0, 0.0]","[2.0, 2.0, 3.0, 3.0, 4.0, 2.0]",2013-06-01,6,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
70027534,"[-26.0, 57.0, -23.0]","[4.0, 7.0, 3.0, 2.0]",2013-06-01,4,"[59.0, 33.0, 90.0, 67.0]"
70027537,"[-4.0, 1.0, 2.0, -2.0, 0.0]","[9.0, 3.0, 5.0, 5.0, 6.0, 4.0]",2013-06-01,6,"[4.0, 0.0, 1.0, 3.0, 1.0, 1.0]"
70027539,"[-7.0, -1.0, 0.0, 1.0]","[5.0, 6.0, 3.0, 3.0, 3.0]",2013-06-01,5,"[8.0, 1.0, 0.0, 0.0, 1.0]"
70027540,"[0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 10.0, 10.0, 9.0, 10.0, 10.0]",2013-06-01,6,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70027548,[3.0],"[2.0, 3.0]",2013-06-01,2,"[1.0, 4.0]"
70027553,"[1.0, 1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, -3.0, 6.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,10,"[0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70027564,"[0.0, 0.0, 1.0, 0.0]","[3.0, 4.0, 2.0, 3.0, 3.0]",2013-06-01,5,"[1.0, 1.0, 1.0, 2.0, 2.0]"
70027572,"[-7.0, 5.0, -1.0, 1.0, -5.0, 2.0, -2.0, 1.0, 1.0]","[2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2013-06-01,10,"[9.0, 2.0, 7.0, 6.0, 7.0, 2.0, 4.0, 2.0, 3.0, 4.0]"
70027574,"[-1.0, 1.0, 0.0, 0.0]","[6.0, 3.0, -5.0, 7.0, 7.0]",2013-06-01,5,"[1.0, 0.0, 1.0, 1.0, 1.0]"
70027578,"[-29.0, 52.0]","[0.0, 1.0, 5.0]",2013-06-01,3,"[43.0, 14.0, 66.0]"
70027580,"[0.0, 0.0, 2.0, 0.0, -1.0, 4.0, -3.0, -2.0, 2.0, 0.0, 4.0]","[2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0]",2013-06-01,12,"[1.0, 1.0, 1.0, 3.0, 3.0, 2.0, 6.0, 3.0, 1.0, 3.0, 3.0, 7.0]"
70027589,"[-9.0, -7.0, 1.0, -1.0, 7.0, 6.0]","[8.0, 4.0, 5.0, 6.0, 5.0, 6.0, 9.0]",2013-06-01,7,"[20.0, 11.0, 4.0, 5.0, 4.0, 11.0, 17.0]"
70027593,[-4.0],"[5.0, 4.0]",2013-06-01,2,"[5.0, 1.0]"
70027594,"[7.0, -7.0, 3.0, -3.0, 0.0, 1.0, -1.0]","[3.0, 5.0, 3.0, 6.0, 3.0, 2.0, 7.0, 5.0]",2013-06-01,8,"[1.0, 8.0, 1.0, 4.0, 1.0, 1.0, 2.0, 1.0]"
70027598,"[0.0, -1.0, 1.0, 0.0, 3.0, -3.0, 0.0, 0.0, 0.0, -1.0]","[0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",2013-06-01,11,"[2.0, 2.0, 1.0, 2.0, 2.0, 5.0, 2.0, 2.0, 2.0, 2.0, 1.0]"
70027610,"[0.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 1.0, -1.0]","[1.0, 2.0, 3.0, 3.0, 1.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0]",2013-06-01,12,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
70027612,"[0.0, 0.0]","[0.0, 0.0, 0.0]",2013-06-01,3,"[76.0, 76.0, 76.0]"
70027630,"[-76.0, 0.0, 6.0, -2.0, 0.0, -3.0]","[25.0, 1.0, 3.0, 4.0, 2.0, 4.0, 3.0]",2013-06-01,7,"[77.0, 1.0, 1.0, 7.0, 5.0, 5.0, 2.0]"
70027640,"[9.0, -7.0, 12.0, -17.0, 5.0, -2.0, -2.0, 2.0, -5.0, 0.0, 14.0]","[12.0, 2.0, 9.0, 9.0, 3.0, 5.0, 4.0, 3.0, 5.0, 3.0, 3.0, 5.0]",2013-06-01,12,"[11.0, 20.0, 13.0, 25.0, 8.0, 13.0, 11.0, 9.0, 11.0, 6.0, 6.0, 20.0]"
70027647,"[1.0, 2.0, -3.0, 1.0, 3.0, -1.0, 4.0, -6.0, 2.0, 1.0, -4.0]","[1.0, 2.0, 6.0, 3.0, 5.0, 4.0, 6.0, 4.0, 4.0, 5.0, 5.0, 3.0]",2013-06-01,12,"[1.0, 2.0, 4.0, 1.0, 2.0, 5.0, 4.0, 8.0, 2.0, 4.0, 5.0, 1.0]"
70027659,"[1.0, 0.0, 0.0, 0.0, 0.0, 3.0, -1.0]","[1.0, 0.0, 6.0, 2.0, -6.0, -4.0, 5.0, -1.0]",2013-06-01,8,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 3.0]"
70027664,"[0.0, 1.0]","[6.0, 5.0, 5.0]",2013-06-01,3,"[2.0, 2.0, 3.0]"
70027680,"[3.0, -4.0, 3.0, -3.0, 2.0, -1.0, 2.0]","[3.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0]",2013-06-01,8,"[2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 2.0, 4.0]"
70027690,"[-2.0, 0.0, 1.0, -1.0, 1.0, -1.0, 0.0]","[10.0, -1.0, -1.0, 3.0, 3.0, 3.0, 3.0, 1.0]",2013-06-01,8,"[2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
70027700,"[-90.0, -104.0, 55.0, -55.0]","[5.0, 21.0, 3.0, 25.0, 6.0]",2013-06-01,5,"[195.0, 105.0, 1.0, 56.0, 1.0]"
70027702,"[5.0, -10.0]","[4.0, 7.0, 2.0]",2013-06-01,3,"[8.0, 13.0, 3.0]"
70027707,"[-1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 3.0, -3.0]","[9.0, 2.0, 4.0, 2.0, 1.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0]",2013-06-01,12,"[1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 3.0, 2.0, 2.0, 2.0, 5.0, 2.0]"
70027715,"[-15.0, -1.0, 0.0]","[5.0, 1.0, 4.0, 2.0]",2013-06-01,4,"[16.0, 1.0, 0.0, 0.0]"
70027735,"[2.0, 4.0, -6.0, -1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0]","[3.0, 2.0, 9.0, 2.0, 3.0, 3.0, 2.0, 3.0, 0.0, 3.0, 2.0, 3.0]",2013-06-01,12,"[1.0, 3.0, 7.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0]"
70027811,"[4.0, 4.0, -8.0, 1.0, -2.0, 1.0, 0.0, -1.0, 1.0, -1.0, 0.0]","[7.0, 3.0, 8.0, 3.0, 4.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",2013-06-01,12,"[1.0, 5.0, 9.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
70027814,"[9.0, -12.0]","[3.0, 4.0, 2.0]",2013-06-01,3,"[6.0, 15.0, 3.0]"
70027817,[52.0],"[-3.0, -1.0]",2013-06-01,2,"[1.0, 53.0]"
70027820,"[3.0, -1.0, -1.0, 1.0, -2.0, 6.0, 2.0, -2.0, -4.0, -1.0, 0.0]","[3.0, 5.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0, 6.0, 2.0, 3.0, 3.0]",2013-06-01,12,"[1.0, 4.0, 3.0, 2.0, 3.0, 1.0, 7.0, 9.0, 7.0, 3.0, 2.0, 2.0]"
70029876,"[-8.0, 8.0]","[10.0, 8.0, 10.0]",2013-06-01,3,"[23.0, 15.0, 23.0]"
70029878,"[55.0, 0.0]","[10.0, 25.0, 25.0]",2013-06-01,3,"[1.0, 56.0, 56.0]"
70029879,"[1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0]",2013-06-01,9,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70029883,"[-8.0, -9.0, -1.0, -1.0, 1.0, 0.0]","[6.0, 8.0, 4.0, 1.0, 1.0, 2.0, 1.0]",2013-06-01,7,"[19.0, 11.0, 2.0, 1.0, 0.0, 1.0, 1.0]"
70029894,"[-1.0, 16.0, -15.0, 13.0]","[10.0, 3.0, 3.0, 5.0, 8.0]",2013-06-01,5,"[1.0, 0.0, 16.0, 1.0, 14.0]"
70029897,"[0.0, 2.0, -3.0, 1.0, 0.0, -1.0, 1.0, 0.0, 0.0, 0.0]","[7.0, 6.0, 8.0, 3.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 2.0]",2013-06-01,11,"[1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
70029912,[0.0],"[0.0, 0.0]",2013-06-01,2,"[76.0, 76.0]"
70029924,"[0.0, -1.0]","[9.0, 3.0, 1.0]",2013-06-01,3,"[1.0, 1.0, 0.0]"
70029930,"[-14.0, -2.0, 29.0, 8.0, -28.0]","[4.0, 1.0, 2.0, 1.0, 1.0, 2.0]",2013-06-01,6,"[19.0, 5.0, 3.0, 32.0, 40.0, 12.0]"
70029936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 3.0, -1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0]",2013-06-01,12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70029942,[30.0],"[4.0, 4.0]",2013-06-01,2,"[4.0, 34.0]"
70029947,"[0.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0.0, -1.0, 0.0]","[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, -1.0, -1.0, 2.0, 2.0]",2013-06-01,12,"[1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0]"
70029950,[174.0],"[-4.0, 7.0]",2013-06-01,2,"[86.0, 260.0]"
70029951,"[-77.0, -15.0]","[22.0, 11.0, 11.0]",2013-06-01,3,"[93.0, 16.0, 1.0]"
70029952,"[2.0, 10.0, -6.0, 2.0, -3.0, -2.0, 0.0, -1.0, 0.0, -1.0, 0.0]","[3.0, 3.0, 4.0, -1.0, 3.0, 3.0, 2.0, -1.0, 5.0, 2.0, 2.0, 4.0]",2013-06-01,12,"[0.0, 2.0, 12.0, 6.0, 8.0, 5.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0]"
70029953,"[1.0, 4.0, 9.0, -14.0, 1.0, 0.0, -1.0, 6.0, -5.0, 7.0, -1.0]","[3.0, 3.0, 3.0, 5.0, 3.0, 4.0, 3.0, 2.0, 5.0, 3.0, 4.0, 5.0]",2013-06-01,12,"[1.0, 2.0, 6.0, 15.0, 1.0, 2.0, 2.0, 1.0, 7.0, 2.0, 9.0, 8.0]"
70029957,"[3.0, -2.0, 0.0, -2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2013-06-01,12,"[2.0, 5.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
70029959,"[1.0, 1.0, -2.0, 2.0, -3.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0]","[3.0, 6.0, 5.0, 3.0, 5.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0]",2013-06-01,12,"[2.0, 3.0, 4.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 4.0, 5.0, 5.0]"
70029967,"[-18.0, -22.0, -6.0, -8.0, 13.0, -11.0, -5.0, -3.0, 1.0, 2.0, 3.0]","[5.0, 0.0, 1.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 1.0, 4.0, 3.0]",2013-06-01,12,"[62.0, 44.0, 22.0, 16.0, 8.0, 21.0, 10.0, 5.0, 2.0, 3.0, 5.0, 8.0]"
70029973,"[0.0, -1.0]","[6.0, 4.0, 5.0]",2013-06-01,3,"[5.0, 5.0, 4.0]"
70029986,"[49.0, -89.0, 8.0, 81.0, 0.0, -64.0, 0.0, -26.0, -3.0, -5.0, 7.0]","[11.0, -15.0, -7.0, -12.0, -15.0, -15.0, -7.0, -7.0, -7.0, -4.0, 2.0, 3.0]",2013-06-01,12,"[51.0, 100.0, 11.0, 19.0, 100.0, 100.0, 36.0, 36.0, 10.0, 7.0, 2.0, 9.0]"
70029987,"[0.0, 13.0, -8.0, 0.0, -2.0, 23.0, -23.0]","[3.0, 4.0, 4.0, 2.0, 2.0, 1.0, 0.0, 3.0]",2013-06-01,8,"[1.0, 1.0, 14.0, 6.0, 6.0, 4.0, 27.0, 4.0]"
70029988,"[-53.0, -45.0, 63.0]","[20.0, 11.0, 8.0, -3.0]",2013-06-01,4,"[122.0, 69.0, 24.0, 87.0]"
70030004,"[11.0, 67.0, -41.0, 0.0, -17.0, 58.0, -41.0, 29.0, -130.0, 35.0, 27.0]","[1.0, 2.0, 5.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 2.0, 3.0, 2.0]",2013-06-01,12,"[96.0, 107.0, 174.0, 133.0, 133.0, 116.0, 174.0, 133.0, 162.0, 32.0, 67.0, 94.0]"
70030011,"[-1.0, 5.0, -1.0, 1.0, -4.0, 9.0, -9.0, 4.0, -5.0, 3.0]","[2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0, 4.0, 3.0, 3.0]",2013-06-01,11,"[3.0, 2.0, 7.0, 6.0, 7.0, 3.0, 12.0, 3.0, 7.0, 2.0, 5.0]"
70030021,"[0.0, 3.0, -3.0, -1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0, 3.0, 3.0, 2.0, 2.0]",2013-06-01,8,"[3.0, 3.0, 6.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
70030036,"[74.0, -63.0, -8.0, 2.0, -4.0, 2.0, -1.0, -1.0, 0.0]","[3.0, 2.0, 4.0, 3.0, 3.0, 2.0, 3.0, 1.0, 2.0, 1.0]",2013-06-01,10,"[0.0, 74.0, 11.0, 3.0, 5.0, 1.0, 3.0, 2.0, 1.0, 1.0]"
70030039,"[14.0, -11.0, 13.0, -12.0, 4.0, 4.0, -9.0, -4.0]","[2.0, 4.0, 5.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0]",2013-06-01,9,"[2.0, 16.0, 5.0, 18.0, 6.0, 10.0, 14.0, 5.0, 1.0]"
70030040,"[-1.0, 0.0, 0.0, 0.0, -1.0, 2.0, -1.0, -1.0, 1.0, 0.0]","[4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 6.0, 4.0, 3.0, 4.0, 7.0]",2013-06-01,11,"[2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0]"
70030048,"[44.0, 76.0, -87.0, 12.0, -16.0, -30.0, 54.0, 20.0, -27.0]","[7.0, 7.0, 2.0, 2.0, -1.0, -1.0, 1.0, -1.0, 0.0, -5.0]",2013-06-01,10,"[22.0, 66.0, 142.0, 55.0, 67.0, 51.0, 21.0, 75.0, 95.0, 68.0]"
70030049,"[7.0, -8.0, 4.0, -1.0, -1.0]","[4.0, 4.0, 3.0, 1.0, 2.0, 2.0]",2013-06-01,6,"[2.0, 9.0, 1.0, 5.0, 4.0, 3.0]"
70030051,"[0.0, 76.0]","[1.0, -3.0, 0.0]",2013-06-01,3,"[0.0, 0.0, 76.0]"
70030066,"[-10.0, 20.0, -26.0, 1.0, 4.0, 4.0, 8.0, -12.0, -4.0]","[10.0, 9.0, 21.0, 4.0, 7.0, 7.0, 14.0, 16.0, 8.0, 10.0]",2013-06-01,10,"[17.0, 7.0, 27.0, 1.0, 2.0, 6.0, 10.0, 18.0, 6.0, 2.0]"
70030080,[35.0],"[5.0, 2.0]",2013-06-01,2,"[9.0, 44.0]"
70030081,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0]","[3.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
70030091,"[0.0, 1.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 6.0, 6.0, 5.0, 4.0, 6.0, 6.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,12,"[0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
70030094,"[-1.0, 1.0, 1.0, 0.0, -1.0, 0.0, 3.0, -1.0, -2.0, 1.0]","[3.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0]",2013-06-01,11,"[1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 4.0, 3.0, 1.0, 2.0]"
70030099,"[3.0, -3.0]","[2.0, 2.0, 3.0]",2013-06-01,3,"[2.0, 5.0, 2.0]"
70030100,"[2.0, 5.0, 2.0, -8.0, 4.0, -4.0, 4.0, -4.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 3.0, 0.0, 4.0, 4.0, 3.0, 6.0, 3.0, 4.0, 3.0, 4.0]",2013-06-01,12,"[0.0, 2.0, 7.0, 9.0, 1.0, 5.0, 1.0, 5.0, 1.0, 1.0, 1.0, 1.0]"
70030121,"[0.0, 1.0, 2.0, -2.0, 10.0, -5.0, -2.0, 3.0, -4.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]",2013-06-01,12,"[1.0, 1.0, 2.0, 4.0, 2.0, 12.0, 7.0, 5.0, 8.0, 4.0, 4.0, 4.0]"
70030124,"[3.0, 5.0]","[4.0, 6.0, 5.0]",2013-06-01,3,"[2.0, 5.0, 10.0]"
70030133,"[0.0, 1.0, 0.0, -1.0, 7.0, -5.0, -2.0, -1.0, 1.0, -1.0]","[1.0, 2.0, 2.0, 0.0, 2.0, 3.0, 3.0, 1.0, 2.0, 2.0, 1.0]",2013-06-01,11,"[2.0, 2.0, 3.0, 3.0, 2.0, 9.0, 4.0, 2.0, 1.0, 2.0, 1.0]"
70030140,"[-2.0, 2.0, -8.0, 14.0, -10.0, 18.0, -10.0, 6.0, -4.0, -5.0, -6.0]","[5.0, 3.0, 7.0, 12.0, 10.0, 8.0, 8.0, 6.0, 10.0, 10.0, 8.0, 10.0]",2013-06-01,12,"[11.0, 9.0, 11.0, 3.0, 17.0, 7.0, 25.0, 15.0, 21.0, 17.0, 12.0, 6.0]"
70030144,"[3.0, -3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 5.0, 1.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,12,"[0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
70030145,"[-11.0, -1.0, 0.0, 2.0, -1.0, 0.0, 4.0]","[4.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0]",2013-06-01,8,"[13.0, 2.0, 1.0, 1.0, 3.0, 2.0, 2.0, 6.0]"
70030146,"[0.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, -1.0, 1.0]","[6.0, 3.0, 6.0, 5.0, 6.0, 6.0, 6.0, 6.0, 3.0, 6.0]",2013-06-01,10,"[1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0]"
70030152,"[0.0, 0.0]","[3.0, 3.0, 1.0]",2013-06-01,3,"[0.0, 0.0, 0.0]"
70030162,"[-54.0, -2.0, 56.0, -55.0, 0.0, -1.0, 0.0, 0.0]","[25.0, 7.0, 3.0, 25.0, 6.0, 6.0, 3.0, 3.0, 3.0]",2013-06-01,9,"[56.0, 2.0, 0.0, 56.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
70030170,"[5.0, 2.0, -4.0, -2.0, 2.0, -1.0, -2.0, 3.0]","[3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0]",2013-06-01,9,"[1.0, 6.0, 8.0, 4.0, 2.0, 4.0, 3.0, 1.0, 4.0]"
70030201,[0.0],"[1.0, 3.0]",2013-07-01,2,"[1.0, 1.0]"
70030224,[-1.0],"[1.0, 0.0]",2013-07-01,2,"[6.0, 5.0]"
70030245,"[0.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,11,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
70030246,"[-1.0, 15.0, -14.0, 9.0, -6.0, 4.0, -1.0]","[4.0, 4.0, 6.0, 2.0, 5.0, 6.0, 6.0, 5.0]",2013-06-01,8,"[1.0, 0.0, 15.0, 1.0, 10.0, 4.0, 8.0, 7.0]"
70030249,[-1.0],"[2.0, 1.0]",2013-07-01,2,"[1.0, 0.0]"
70030252,[1.0],"[3.0, 4.0]",2013-07-01,2,"[1.0, 2.0]"
70030255,"[-2.0, 1.0, 1.0, 0.0, 0.0, -1.0, 0.0]","[3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",2013-06-01,8,"[2.0, 0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0]"
70030256,"[-1.0, 3.0, -2.0, 0.0, 1.0, 1.0, 1.0, 3.0, -3.0, 0.0, -3.0]","[6.0, 3.0, 2.0, 1.0, 3.0, 2.0, 3.0, 5.0, 4.0, 6.0, 5.0, 3.0]",2013-06-01,12,"[1.0, 0.0, 3.0, 1.0, 1.0, 2.0, 3.0, 4.0, 7.0, 4.0, 4.0, 1.0]"
70030257,"[1.0, -3.0, 2.0, -1.0, 0.0, 0.0, 0.0]","[4.0, 2.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0]",2013-06-01,8,"[2.0, 3.0, 0.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
70030259,[0.0],"[3.0, 3.0]",2013-07-01,2,"[1.0, 1.0]"
70030268,"[0.0, 1.0, 0.0, 3.0, -3.0, -1.0, 1.0]","[2.0, 3.0, 3.0, 3.0, 5.0, 3.0, 3.0, 2.0]",2013-06-01,8,"[0.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0]"
70030282,"[-2.0, -2.0, 5.0, -4.0, -1.0, 1.0]","[4.0, 6.0, 3.0, 8.0, 3.0, 3.0, 3.0]",2013-07-01,7,"[5.0, 3.0, 1.0, 6.0, 2.0, 1.0, 2.0]"
70030291,[-11.0],"[25.0, -1.0]",2013-07-01,2,"[56.0, 45.0]"
70030294,"[-74.0, 19.0, -18.0, -2.0, 0.0, 0.0, 4.0, -3.0, -1.0, -1.0, 2.0]","[9.0, 3.0, 9.0, 1.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 2.0, 1.0]",2013-07-01,12,"[76.0, 2.0, 21.0, 3.0, 1.0, 1.0, 1.0, 5.0, 2.0, 1.0, 0.0, 2.0]"
70030306,"[-1.0, 0.0, 0.0, 0.0, -1.0, 2.0, -2.0, 0.0, 1.0, 0.0, 1.0]","[4.0, 3.0, 3.0, 3.0, 3.0, 1.0, 2.0, -3.0, 1.0, 1.0, 2.0, 6.0]",2013-07-01,12,"[2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 2.0]"
70030308,"[-1.0, -1.0, 1.0]","[3.0, 3.0, 1.0, 2.0]",2013-07-01,4,"[3.0, 2.0, 1.0, 2.0]"
70030336,"[-64.0, -4.0, -9.0, 2.0, -1.0, 1.0]","[5.0, 9.0, 6.0, 3.0, 3.0, 2.0, 0.0]",2013-07-01,7,"[77.0, 13.0, 9.0, 0.0, 2.0, 1.0, 2.0]"
70030337,"[0.0, -1.0, 0.0, 2.0, -3.0, 0.0]","[6.0, 6.0, 6.0, 9.0, 10.0, 6.0, 5.0]",2013-07-01,7,"[3.0, 3.0, 2.0, 2.0, 4.0, 1.0, 1.0]"
70030347,[-10.0],"[7.0, 6.0]",2013-07-01,2,"[13.0, 3.0]"
70030349,"[55.0, -29.0, -12.0, 27.0, -33.0, 23.0, -29.0, -11.0, 71.0, -66.0]","[6.0, 3.0, -6.0, 10.0, 5.0, 9.0, 14.0, 7.0, 4.0, 13.0, 6.0]",2013-07-01,11,"[10.0, 65.0, 36.0, 24.0, 51.0, 18.0, 41.0, 12.0, 1.0, 72.0, 6.0]"
70030351,"[1.0, -1.0, 0.0, -1.0, 1.0, 0.0]","[3.0, 4.0, -3.0, 3.0, 2.0, 3.0, 3.0]",2013-07-01,7,"[1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
70030352,"[-2.0, 0.0, 2.0, -1.0, -1.0, -1.0]","[4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 3.0]",2013-07-01,7,"[4.0, 2.0, 2.0, 4.0, 3.0, 2.0, 1.0]"
70030355,"[23.0, -24.0, 9.0, 0.0, -3.0, 3.0, -1.0, -8.0, 9.0, -1.0]","[7.0, 3.0, 6.0, 6.0, 6.0, 8.0, 6.0, 5.0, 6.0, 6.0, 5.0]",2013-07-01,11,"[7.0, 30.0, 6.0, 15.0, 15.0, 12.0, 15.0, 14.0, 6.0, 15.0, 14.0]"
